,title
4648,"Spark Streaming with SASL_SSL, failed with keystore location not found"
4649,2202240040007195SF || OSError: [Errno 5] Input/output error - 'ImportHookFinder' object has no attribute 'find_spec'
4650,Resource sharing on all-purpose cluster
4651,Cannot use Git Repo from Databricks
4652,Unable to run any queries against production endpoint
4653,Assume role from notebook for specific bucket
4654,ATT: Ingest8
4655,Failing to read and write to AWS S3 due to Socket issue
4656,ATT: Ingest3
4657,ATT: Ingest1
4658,Data back up strategy for S3 (external tables)
4659,4954582077924861 - c5b2156f-5969-40e1-b0bb-ed76bbc3be6e - 2203160040005252
4660,job terminated with exception: Job aborted due to stage failure
4661,Is there any way to update group entitlement via CLI or via API call
4662,"Grouped pandas udf job is getting executed on a single executor, parallelisation is not happening"
4663,Upgrading from Databricks 7.3 to 9.1: Trying to use Kryo does not work
4664,ARR| rstudio server (open source ed) experiencing error
4665,NullPointerException in databricks job
4666,Shard bucket object permission.
4667,task failures 
4668, SQL endpoint query timeouts/connectionRefused errors
4669,Lost worker errors causing Databricks job to never finish
4670,Error while creating Database table in Azure Databricks
4671,GAR for 2203150050002411 
4672,Whitelist spark configuration for SQL endpoints | ARR SR# 2203160030001206 
4673,"cluster created have spark.master as local[*] by default, preventing worker utilization"
4674,2203160010001296
4675,2203160040000832 |  Symantec Corporation | ARR
4676,Accessing s3 bucket
4677,How to Migrate external metastore 0.13 to higher version
4678,E2 API Schema
4679,DBU Costs
4680,2203160040000832
4681,2203150030000771 | Unilever | ARR
4682,REPO: Allow List broken 
4683,ARR - Not able to read file
4684,ARR | 2203140030001189 | AholdDelhaize.com | Access token is invalid
4685,Duplicates in output delta table after 'ignoreMissingFiles' set to true
4686,Audit Log  configuration 
4687,Need assistance in setting up Overwatch
4688, Unable to access MLFlow artifact from notebook
4689,ARR | Connectivity issue with Tableau Server  | 2203100030002115
4690,Deleted Cluster
4691,crawling in databricks notebook
4692,2203070030000668
4693,2203150030000771
4694,Follow up of SF ticket 00136158
4695,Performance issues
4696,2203150030001149
4697,Performance issues with databricks
4698,Unable to access data or query metastore E2
4699,Azure Databricks runtime 10 doesn't work with library azure-core-http-netty
4700,Error logging in Databricks
4701,ARR | Upgrading from DBR 8.3 to 10.3 caused our streaming azure event hubs consumer to fail sporadically|2203100010002322
4702,Error creating UDTF with union
4703,8248140224889466
4704,Cannot show graphs in notebooks in HTML format- Saved
4705,Global init scripts API Update not working
4706,Databricks SQL - caching queries with LIMIT applied
4707,SQLException: No suitable driver while connecting  postgresql using jdbc
4708,6921036428829021 - 6d522634-b390-4f4f-a7e6-b2bc520e2f79 - 2203150040007785
4709,accounts.cloud.databricks.com read only account
4710,My cluster was not using the max of number of nodes
4711,3528 - g - ARR - Walmart - Job failed
4712,Query returning wrong results
4713,Cannot Start Dash app in Databricks notebook
4714,High Findings on PVC 3.60.4
4715,6496 - g - ARR - ATT - Tableau connection not working from client
4716,ARR - 2202160040012191 - Azure Databricks Push operation is failing for some AD groups and the Repo permissions are correct in ADO
4717,Enable Kerberos Debug Logging
4718,2203150040007671 | Job Failure
4719,Unable to write to S3 using same config
4720,SparkException SQL statement error in Databricks
4721,Dev Access to Feature Stores Not Working
4722,6128991247769569 - bec5d59b-d87a-47ee-aefb-637fb0b53528 - 2203150040006672
4723,Error on a SQL query.
4724,Cluster terminated: Slow Image Download &  Bootstrap Timeout
4725,Local Metastor in Databricks
4726,Job fails without error message in logs
4727,Failed to load user identity when calling dbfs
4728,Unable to use NC compute on databricks
4729,ARR | issues authenticating  with PAT | 2203100040006496 
4730,Termination of the cluster not responsive
4731,not able to use databricks account from my microsoft email even after adding users to admin account in databricks cluster- Saved
4732,Unknown instance type 'Standard_E16ds_v4'. Assuming 1.0 GB per core for the purpose of computing parquet native reader memory limits
4733,intermittent error while running sales denom aggregation query
4734,Data bricks Mount storgate account is throwing 403 error
4735,Issue with AutoML
4736,Inconsistencies with Spark jobs run on similar clusters
4737,Configure Audit Logging
4738,Unable to read data from views created on presto
4739,Unable to save a spark model using mlflow.spark.log_model
4740,ARR 2203140050000737- Cluster unable to start with Docker Image
4741,Databricks Job - Structured Streaming.
4742,Root Volume Setting on Instance Termination
4743,2203070040008682
4744,Download csv
4745,SQL Endpoint queries taking more time than expected
4746,ARR | BP | Feature Request | Databricks SQL Endpoint from Azure Data Factory
4747,2203130040000905
4748,Billing granularity - Low CSAT risk
4749,"terraform apply fails with ""Cannot access cluster"""
4750,"API: ""workspace-conf"" getting empty response "
4751,ARR PepsiCo - Out of Memory Error
4752,Credential passthrough does not work in Azure Databricks
4753,GEnie
4754,Cannot open worker logs
4755,whitelisting a new public ip on WAF for mentioned workspaces
4756,Metastore Down and DRIVER_NOT_RESPONDING on the Databricks cluster
4757,AWS Private Link configuration not works without internet access
4758,Logs from MLFlow jobs are not visible to other users in the experiment.
4759,Terraform plan failing
4760,Terraform pipelines failing 
4761,job failed with error message Unexpected failure while waiting for the cluster
4762,serving model errors
4763,Unable to run long jobs using pyspark due to expiring crendentials 
4764,2203150030000771
4765,CSS-ARR-SR# 2203150030001312 slowness in saving data to storage account
4766,2203020040002598
4767,CSS-ARR-SR#2203140030000750 SCIM API User Creation
4768,2203070030001506
4769,Enforce tags EC2: IAM Policy + Cluster Policy
4770,Batch duration changes in DBR 9.1 version
4771,2203070030001506
4772,Cluster policies are not working
4773,[ARR] [Sev B] SR-2203080050001528 OS/IO error while connecting to SFTP server
4774,"Follow up of  00137241 ""Unable to register UDF function with ouput as java.time.instant"""
4775,Vnet injection cluster trying to access some blob
4776,Connection timed out issue
4777,Azure databrikcs isn't able to fetch the Hive metastore 3.1.0 JARs from Maven
4778,_SUCCESS file is removed on re-run write operation (withi overwrite mode) after 1 hour
4779,support for resuming multi-task job at failure
4780,Scheduled jobs are failing while waiting for the cluster
4781,[ARR] [Sev B] SR- 2202250030001970 continue SF #00136038 request for private workspace
4782,Databricks scope ACL's are not working with groups
4783,Os logging
4784,Job cluster access issue
4785,I get an error when doing division using DirectQuery to Azure Databricks
4786,2202160050000922
4787,cluster issue
4788,databricks dbx: issues with deploying job clusters and installing python wheel on it
4789,CSS-ARR-S500-SR#2203150030000341-ModuleNotFoundError: No module named 'ConfigParser'
4790,Databricks library conflicts
4791,Unable to connect to RDS endpoint via Spark JDBC.
4792,Struct being passed on the function needed to be in alphabetical order in order to work with case expression
4793,Unexpected user error while creating the cluster for the job. Cause: PERMISSION_DENIED: You are not authorized to create clusters
4794,"Need to re-create my Databricks account, I think"
4795,Databricks Access Issue
4796,[ARR] SR-#2202240030000132 Getting error while using databricks runtime version 9.1 LTS and 10.0
4797,Follow Up with ticket 00137350
4798,Can't queue up jobs
4799,[ARR] [Sev C] SR-2203110030001127 UDF not working as expected
4800,Cluster Slowness
4801,3121 - g - ARR - GAP - Jobs not ending
4802,Jobs failed in production without  errors in code
4803,Connector issue
4804,Private Link Enablement for new AWS Accounts
4805,Subscription Cancellation
4806,Spark2 cluster with terraform not working
4807,9117 - ARR - tmobile - Customer is seeing duplicates in their Delta merges
4808,Status on long term solution for Databricks - ES-52683
4809,Not possible to create a new workspace
4810,9117 - g - ARR - t-mobile - duplicates when using delta merges
4811,Jobs getting failed due to library compatibility issue
4812,Delta table storage location 
4813,"3121 - ARR - GAP - Some jobs are complete; however, they are still ""running"" and keeping resources."
4814,"SQL table shows ""NaN"" for too small values"
4815,Encountered many AWS_REQUEST_LIMIT_EXCEEDED errors
4816,ARR:Unable to use defaultvalue in the cluster policy definition as per doc:SR2203100040006979
4817,query on time travel in delta tables
4818,SSL handshake failed
4819,Need to get number of pinned clusters increased to 150
4820,Error while importing XML Data from Oracle to Databricks
4821,Spark SQL query failing on Json-Serde tables
4822,Problem access DBFS with %sh magic command
4823,Create Repo API is not working
4824,Unable to load AWS credentials
4825,Need to get the mount point details
4826,Do not automatically launch SQL Endpoints
4827,9074 - ARR - UBS Workspace jobs more than 1500 error
4828,Dashboard schedules break after time change
4829,Databricks PVC Upgrade - US and EU
4830,ARR - AAD Connection timeout
4831,Required metrics for Databricks Job Clusters
4832,Databricks Upgrade - Japan
4833,Difficulty scaling Databricks permissions model
4834,SQLA Failed When CIS Team Added the additional SSM Permissions to the  SQLA Role 
4835,True billing
4836,Databricks clusters terminated for streaming DAG's
4837,Cluster Taking longer time to start
4838,"Job failing with ""The transaction log has failed integrity checks"""
4839,Delta table optimize run 'MetadataFetchFailedExceptio'n failure
4840,Certain queries fail over an ODBC connection tied to a long running all purpose compute cluster
4841,Delta table schema rewrite failures
4842,"Job is running for longer, still executing post updating the DBR version Photon 10.0"
4843,Unable to view ganglia on Jobs Clusters
4844,Downloading the spark container on the instance timed out
4845,REQUEST_REJECTED(CLIENT_ERROR): databricks_error_message:Your workspace has been temporarily disabled. Please contact Databricks Support for more information.
4846,Integration Delta table and AWS Glue - schema discovery
4847,Cluster Taking longer time to start
4848,SQL Analytics - Timeout options on query execution
4849,Databricks SQL Dashboard Refresh
4850,Azure databrikcs isn't able to fetch the Hive metastore 3.1.0 JARs from Maven
4851,Dataset refresh in Power BI Service using Databricks connection to azuredatabricks.net end point fails
4852,latency between reading from control plane kafka topic to delta tables causing data delay
4853,SQL endpoint query timeouts/connectionRefused errors
4854,2202280040007478
4855,General Clusters Deleting itself 
4856,Issues regarding jobs execution
4857,"Metrics data of jobs, clusters and sqlendpoints"
4858,CSS-ARR-SR#2203120040000601-Connect to kafka cluster on internet
4859,job任务oversea_meiju_device_active_day报错，提示sqlserver的内存不足，但是查询插入的sqlserver库内存是充足的，也没有提示预警
4860,Not able to mount storage account 
4861,Gennie
4862,Streaming jobs needs to delete the states
4863,Timestamp not in correct format
4864,REPLACE TABLE preferred over DROP TABLE + CREATE TABLE
4865,htmlwidgets doesn't since March3th
4866,Issues w.r.t scala / java dependency on rerun
4867,how to access external hive metastore on DBR 10.0
4868,2202170030000764
4869,ARR | 2203110050000101 | Batch ingestion failure because of cluster timeout
4870,Database SQL Endpoint environment degradation
4871,Maybe a bug.
4872,Azure Databricks Connector ssl_connect error from PowerBI Desktop
4873,com.springml.spark.salesforce
4874,"Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages"
4875,CSS ARR | 2203080030001046 - Query runtime is changing between multiple runs without much change in the underlying data
4876,Insert data to S3 bucket then Error occured while calling o696.parquet【Cx is from  Grabtaxi Holdings Pte Ltd 】
4877,Databricks Streaming Job restarting every 40 minute
4878,Copy Activity to Delta Lake
4879,Issue while parsing csv in databricks
4880,2203140030000467 
4881,Databricks SQL endpoint instability
4882,associate service endpoint policy fail
4883,Azure Python SDK from azure.keyvault.keys.aio import KeyClient not able to fit into customer class
4884,DirectQuery query folding to Databricks producing invalid SQL
4885,Crypto Mining notification email received from Microsoft for the tenant 'Creative EC'-
4886,Libraries present on the notebook cluster fail to install when they try to create a new cluster with the same
4887,Multiple delta lake jobs are failing with The transaction log has failed integrity checks
4888,Multiple production jobs failing . Cluster 0313-090628-warrkk68 is unusable since the driver is unhealthy
4889,Credential passthrough feature stopped working
4890,Credential passthrough feature stopped working
4891,Cx wants to know what protocol does DBFS use internally for security consideration
4892,Databricks cluster library issues- Saved
4893,2319222617072725 - 66ed11d2-7a99-4f56-8bc6-20c797a75d74 - 2203080050002763
4894,1879238786538045 - 66ed11d2-7a99-4f56-8bc6-20c797a75d74 - 2203080050002763
4895,8185576136331840 - 66ed11d2-7a99-4f56-8bc6-20c797a75d74 - 2203080050002763
4896,Databricks losing connection to external metastore (MySQL)
4897,[ARR] SR-2203080050002763  Multiple failures on multiple cosmos db instances java.net.SocketTimeoutException: Read timed out
4898,2203030030002529001 Databricks issue: A retriable error occurred while attempting to download a result file from the cloud store but the retry limit had been exceeded.
4899,Delta Write takes a long time
4900,Databricks write optimization- Saved
4901,"Follow up case: 00134030. Driver was getting out of memory. The Ganglia UI showed an increase in memory, after running the job for certain days."
4902,MLFlow model artifact access
4903,ARR- pipeline is running slow- 2111100060003775- Followup of 00121792
4904,Ability to get token expiration by secret
4905,2203100010002864 - ARR - AmericanAirlines - CloudFiles returning less records than expected.
4906,Databricks removing saved clusters from UI after 30 days of inactivity is provoking Terraform errors
4907,ARR : ATT : 2203110040000165 -  Job aborted error trying to write to Azure storage blob
4908,How to provision S3 from databricks?
4909,"Users lost access to tables from Databricks SQL, they had access 2 days ago."
4910,ARR| Analyze job failure |  2203080040008835
4911,Issue connecting to ADO repo
4912,Issue connecting to ADO repo
4913, Increasing scope limit from 150 to 250
4914,Redash instances 
4915,ARR:Unable to use defaultvalue in the cluster policy definition as per documentation:SR 2203100040006979 
4916,ARR:Unable to use defaultvalue in the cluster policy definition as per doc:SR2203100040006979 
4917,Dependency management in Databricks
4918,Cluster Taking longer time to start
4919,"ARR| steps to do for the current Databricks metastore MySQL DB version 5.7 to support DBR 7.1LTS, 9.1LTS and 10.0-3 | 2203030040001444"
4920,Issue activating conda
4921,ARR - SAP - 2202090010002961 - Streaming history is not available on jobs
4922,ARR 2203110050001847 - Notebook being extracted through API
4923,Unable to sign in to databricks workspace using SSO
4924,2203110040001197 | Job failure
4925,ARR 2203100050002029 - Customer notebooks folder gettin deleted
4926,ARR | Adobe| S500 | highly escalated | Cosmos connection issue needs packet capture
4927,ARR Customer: Tata - Job Failure
4928,ARR - databricks job failing with Task failure
4929,Air Canada -  Clear Cache command not working in Databricks 9.1 LTS
4930,Databricks SQL api
4931,Need help in downloading files from databricks logs from root holding bucket.
4932,cannot login to account console
4933,ysakamoto@plume.com lost access to support portal to file a ticket
4934,"ARR - Error: b'{""error_code"":""403"",""message"":""Unauthorized access to Org: 1899377609282759""}'"
4935,Databricks Access Token issue for user
4936,Add email to montlhy invoice distribution list
4937,CSS-ARR-S500-SR#2202240010000830-Arithmetic overflow error converting timestamp to data type DATE
4938,Unity Catalog: basic delta example from the doc is not working
4939,SQL Endpoint
4940,DBFS fuse not working with mounted storage when proxy is use
4941,IMDSv2
4942,"Cluster does not start when using our own docker image ""Bring Your Own Docker""   "
4943,Folium stopped working
4944,Issue with MAVEN Jars installing in job cluster
4945,Databricks fine grained access control
4946,Unity Catalog delta managed tables created with terraform are not actually created
4947,Databricks issue
4948,[ARR] [Sev B] SR-2203020030002269 DBR issue regarding performance
4949,Cluster terminated.Reason:Unexpected launch failure
4950,ARR | need to get permanentDelete log for the specific cluster IDs | 2201280060000162
4951,2203030040006502 - Intermittent Databricks error connecting to Storage - AzureADAuthenticator.getTokenCall threw javax.net.ssl.SSLException : Connection reset
4952,NoClassDefFoundError: com/facebook/fb303/FacebookService$Iface
4953,About access to Databricks workspace(WebUI) by Private Link
4954,2203100030001867
4955,ARR |  Standard Chartered Bank | bokeh interactive chart cannot be displayed in databricks notebook| SR:2203090030001237
4956,Spark programs are  getiing stuck
4957,request to update  a  doc
4958,Clusters taking time to spin up & running slow
4959,Instance was not reachable
4960,To Address ConcurrentDeleteReadException in Dev Environment
4961,"Many jobs failing with ""unusable since the driver is unhealthy"""
4962,CSS-SFMC-2202280030000859-SparkOutOfMemoryError Issue
4963,All jobs jobs stuck in pending state for more than 48 minutes 
4964,Jobs failing in our production enviornment due to cluster issues
4965,[ARR][ADOBE][2203100010002839 ]Need increase TBL_NAME column size in databricks meta store
4966,Delta tables not accesible
4967,2203110060000199 
4968,what is the current status of Databricks sql serverless compute for Azure
4969,Databricks to investigate an issue with an hourly ingestion job we have running on our live Databricks service
4970,Performance was downgrade when using 3.1 from 2.4 
4971,ARR | 2203110030000203 | Notebook activity taking more than the usual time and had to cancel the job
4972,Databricks notebook jdbc connection
4973, Job aborted due to stage failure
4974,Python dependency issue
4975,Streaming Kafka topics was working but now the notebook cell is stuck in stream initializing
4976,cluster config
4977,Data Loss while writing data to Azure SQL Database via Databricks
4978,Issue with SCIM Provisioning from Okta
4979,ARR - connect timed outshaded.databricks.azurebfs.org.apache.hadoop.fs.azurebfs.oauth2.AzureADAuthenticator$HttpException
4980,Spark workers wont start on DBR 10.3 
4981,Connecting external data source using JDBC connection from Notebook 
4982,SQL ODBC Connection Issue
4983,cluster provisioning never finish
4984,Setup Overwatch in PROD - Job Hanging 
4985,issue running vacuum on delta table
4986,2202280010003137 | Job Issue
4987,Parallelizing Python XGB code using Pandas UDF
4988,AWS secret Redactor class name (com.databricks.spark.util.RegexBasedAWSSecretKeyRedactor) could not be instantiated
4989,Need help in establishing connection between databricks and tableau
4990,ARR:Follow Up 00136393:Need to get an instruction for make a backup hosted Hive Metastore database: SR2201280040004720
4991,Unable to connect to MLflow from databricks notebook
4992,need assistance with troubleshooting single-sign on SAML provider
4993,sql query hangs forever
4994,permission api fails for get/put/patch
4995,2203080040008835 | Job Failure
4996,Delayed Cluster Start
4997,Python Package deployment - Wheel
4998,GitHub Repo: Non-Notebook files enable
4999,Shell| MCDR Data loads| Slow Running Job Runs
5000,Follow Up case for 00131300 - Metastore down
5001,2112060040005962
5002,"ARR Customer: Air Canada - Cache command not working in Databricks 9.1 LTS (includes Apache Spark 3.1.2, Scala 2.12)"
5003,Databricks changing table schema on Hive with single SELECT query.
5004,Workspace name prefix
5005,Aon aws privatelink enablement
5006,apt-get not working in repo
5007,ARR 2203100040005518 - Photon - Error Spark Query Fail 2.7T Rows
5008,Notebook Detach Error from Generic Cluster
5009,2672722931955537 - 32ed6935-355d-4b62-8e63-1901e62882c9 - 2203090040008761
5010,Name and description for automl using api
5011,We would need to know exactly what kind of data are transferred to the U.S.
5012,Convert to delta - error
5013,Long running query on Hive metastore
5014,Job falling and users loosing their access
5015,Job run with javax.net.ssl.SSLException: Tag mismatch message
5016,2203070050001068 On cluster large amount of libraries started reinstalling at the same time
5017,Streaming cluster execution failed 
5018,Create databricks service account
5019,Cluster API open API specification
5020,Ordering of groups breaks when showing a visualization on a dashboard
5021,Perfomance issue when upserting data to SQL server
5022,ARR | 2111010060002465 | Follow up case of 00131582
5023,Encounter Power BI refresh error
5024,change cluster tags while cluster is running
5025,Need to increase log size
5026,This is a follow up ticket for 00136278 & 00135879
5027,Jobs failing intermittently
5028,OOM ConnectionException error
5029,Node communication lost errors and severe performance issues
5030,Databricks issue
5031,gar for 4183351414232726
5032,job-cluster-config-change-does-not-take-affect
5033,TWN | SEV A | Azure Databricks | Azure Data Bricks無法建制
5034,E2-Migration cross account S3 mount doesn't work
5035,"Cluster ""etl_Cluster"" was reboot at 2022-3-6 0:05:32 UTC"
5036, Having multiple issues in Databricks
5037,[ARR][2203100030000155][Cluster Driver shuts down in a middle of ADF job run]
5038,Follow up of 00134529.
5039,ADB dynamic floating IP's
5040,Gennie Access
5041,JOb CLuster launch failure
5042,s3commit exception
5043,Spark ODBC driver giving error
5044,MLflow Model Registry Webhooks on Databricks
5045,2202280040004010 - Issues importing Library
5046,The cluster ID you specified does not correspond to any existing cluster.
5047,Follow up ticket for SF 00136980
5048,Need help with the error
5049,Confirmation on AHA requests for IAM roles launching workspace from azure portal
5050,Notebook not found error
5051,Questions regarding cache in sql endpoints
5052,SQL ODBC Connection Issue
5053,SQL ODBC Connection Issue
5054,loading csv file with multiLine option enabled results in incorrect data 
5055,9274 - ARR - Alaska Airlines - All jobs failing in this workspace for about an hour. Cannot create clusters.
5056,Issue with MLflow Model Service
5057,Our users lost admin!
5058,Azure Workspace access for Shubham Pachori from Databricks
5059,AWS Workspace access for Shubham Pachori from Databricks
5060,The managed storage account is 45.5 TiB in size. Our delta tables contain 500GB of data. Where is the 45 TiB of data coming from?
5061, PowerBI - Databricks intermittent errors
5062,test
5063,2203080040007597SF || Databricks Autoloader
5064,How do we simulate run_id int64 change impact before 3/12
5065,ARR - Test Consent to False
5066,"Follow Up - 00135252 || Notebook getting a transient, intermittent error updating DeltaTable log with last check point"
5067,How to get a job run_id from within the job?
5068,Error of Invalid token when access using Job API
5069,/2.1/jobs/run-now endpoint returning terminated job run with specified idempotency token
5070,8155699648181868 - ba0678f9-6421-4c8e-9427-df0f92987854 - 2203090040005008
5071,ARR - Adobe - 2202230010001928 - Cluster failure due to throttling
5072,Details Billing Report
5073,2203090040006252 | Job Failure
5074,Delay of S3 Change After Writing to Delta Table
5075,List all jobs return maximum 25 jobs
5076,What AWS resources can we clean up after the support case 00136659
5077,2203090040005583 | Job Failure
5078,Query returning wrong results
5079,Azure DevOps Integration is failing since 3rd March
5080,ARR - Query Aggregate summation results in zeros in SQL Endpoint - 2203080010000161
5081,AWS MSK - Databricks Authentication
5082,Python package error
5083,error with RegressionEvaluator.evaluate
5084,Error in init script execution
5085,Increase number of secret scope
5086,Issue Created Cluster in New Workspace
5087,[ARR] Failing due to spark.rpc.message.maxSize has to be increased
5088,S3 exceptions on HEAD request for bucket
5089,User login issue due to Databricks SCIM API issue
5090,Unable to register UDF function with ouput as java.time.instant.
5091,ARR | Issues with vnet injection - comunication between vms not possible | 2202180040006371
5092,Some Tables are missing from one of our Production workspace
5093,2203090050001300 - RowMatrix code being stuck on DBR 9.1 but works on 7.3
5094,Out of memory error in Databricks with R code
5095,Connect databrick work space with azure SQL managed Instance through JDBC
5096,Databricks job got stuck for 7 Days 
5097,Server encountered an internal error. Please try again after some time
5098,Databricks job got stuck for 7 Days
5099,Enable dbutils.secrets.get
5100,Databricks job got stuck for 7 Days
5101,Running a Databricks notebook is slower than running the same notebook in the DevOps repository
5102,Databricks issue
5103,failing job
5104,Unable to connect via azure vnet. ||S500 ACE cx.
5105,2201250060001153 
5106,kafka <-> spark SSL handshake failed error
5107,Spark streaming submitted with 300 seconds batch interval is not working as expected and by default it takes 1 second | ARR SR# 2203080040001036
5108,deleted cluster
5109,Can't write table into SQL Data Warehouse (Synapse Analytics) from Databricks
5110,All Delta live tables failing in production environment
5111,Databricks execution failed with error state Terminated
5112,Databricks to ECS connectivity issue
5113,test
5114,Databricks to ECS connectivity issue
5115,Update resolv.conf for adding name servers
5116,Unable to register UDF function with ouput as java.time.instant
5117,Databricks to ECS connectivity issue
5118,IP Address is out of capacity in Databricks - escalate to Databricks Team
5119,ARR | 2203090040001426 | HP.com | Notebooks are cancelling with GPU errors
5120,[ARR] [Sev B] SR-2203070030001594  Unable to pull repo
5121,CSS-ARR-SR#2203090030000660 -Method Too Large Exception
5122,Encounter error when accessing CLI in databricks notebook
5123,CalledProcessError: Command 'pip install 'opencensus.ext.azure'' returned non-zero exit status 1
5124,2203090040001426
5125,"Driver is up but is not responsive, likely due to GC"
5126,2203080060000023 -2
5127,Can't save table from S3 delta files
5128,AWS DNS resolution on Databricks platform
5129,Returning data over SIMBA JDBC fails on larger extracts
5130,Azure Databricks - Data &#39;Import&#39; failure. Fails for medium to large table.
5131,2203090060000399 
5132,Unity Catalog: Quickstart Issues
5133,2203090030000311 
5134,DAG jobs getting failed due to cluster issue
5135,[ARR][AholdDelhaize][Parquet to Delta column cannot be converted]
5136,Facing issue with Databricks cluster create API
5137,Trouble setting up git Integration for bitbucket server using git proxy cluster in E2
5138,Photon Engine doesn't support timezone change or gzip
5139,Could not create a Table in the metastore specifying a location on ADLS  as the Databases was created specifying a location on a mount
5140,Performance Dropdown when execute map partition
5141,Performance issues with Databricks--2203060040000820 
5142,Transformers4Rec on GPU cluster
5143,Jobs 2.0 Update API not properly updating docker_image for cluster 
5144,I can't start clusters
5145,Cannot run dbx deploy
5146,Query using odbc is getting stuck
5147,technical
5148,Databricks jobs are running for longer time in E2 workspace compared to PVC
5149,Enable dbutils.secrets.get for use with DB Connect
5150,POC environment is failing while running terraform code.
5151,Dashboards disappeared
5152, Jobs taking longer than usual on USC- 2202080010002833 
5153,Can't start cluster with our jar (which works on other instances)
5154,azure databricks cluster configuration not working
5155,Overwatch Missing info 
5156,2202070010003065 | Cosmos DB
5157,Column value is null even the schema is correct 
5158,Queries on Databricks SQL pricing calculation
5159,Business user from Biogen INDP team is encountering ConcurrentAppendExceptions when writing to a table multiple times using a JDBC connection
5160,The batch ingestion tasks are stuck or very slow when running on DBR 10.3
5161,Our notebook jobs training a pytorch model is getting stuck
5162,2203070040007771
5163,Pipeline is cancelling
5164,SSO giving saml_auth_error
5165,Job Abort error
5166,"Billing, inactive yet charged high amount"
5167,Run Databricks Cluster Through Docker Container
5168,Batch inference using Spark UDF does not work when input is a numpy array
5169,unable to instantiate HiveMetastoreclient
5170,IP whitelist addition
5171,Network Validation Failing but no valuable logs
5172,Help ingesting data from SQL Server using Windows authentication
5173,Problem with user account
5174,Unable to start cluster 
5175,Not able to download S3 objects which are written from Databricks
5176,Access tocken for applicatio
5177,Spark Streaming Not Outputting All History
5178,Okta Push Groups failing for groups with parent
5179,Inconsistent output in different executions 
5180,EXTREMELY URGENT  -  SQL endpoints failed
5181,Unreliable JDBC connection credentials
5182,Autoscaling Failure on Interactive Clusters
5183,Picking Up New Runtime version on Job Cluster
5184,OOM issue
5185,Databricks Job getting timed out but validation is completed
5186,ARR | 2202210030002531 | java.lang.OutOfMemoryError: Java heap space
5187,Simba Spark ODBC Driver issue
5188,Unable to connect to Azure Devops Repo
5189, Remote RPC client disassociated
5190,The output of the notebook is too large
5191,REQUEST_LIMIT_EXCEEDED in Azure Databricks
5192,reset password email not received
5193,There is a pipeline on ADF which has databricks notebooks that used to run for 6 hours now for even a 
5194,Integration to AWS
5195,ARR 2203070030002032 - Jobs failing with The spark driver has stopped unexpectedly and is restarting. Your notebook will be automatically reattached.
5196,Error during  job execution
5197, Databricks to ADLS\\Blob Connect through private endpoint
5198,ARR 2203080040000533 job cluster launch failure
5199,Unable to install R package
5200,Follow up of 00135474
5201,test 
5202,CSS-SFMC-OSA US BARO Fact Calc : SparkOutOfMemoryError Issue
5203,Need help in risk assessment in migration from ADFS to Azure AD for SSO auth
5204,Error on previewing the data in Power BI cinnecting to Databricks source
5205,Getting failures for data type mismatch
5206,Facing erros while reading csv from databricks
5207,"Writing to On Premise SQL Server, Extreamly Slow"
5208,htmlwidgets doesn't works since March3th
5209,Databricks job hung for several hours 
5210,2203080030000885
5211,Have access to both DBFS in S3 and Glue Catalog at the same time
5212,Cluster got deleted
5213,00136641 follow up
5214,unable to access adlsfrom databricks
5215,ARR -  Pyspark XGBoost Produce Inconsistent Result-  2202220040008191 
5216,Production HiveException: MetaException
5217,Databricks cluster cannot be created
5218,[ARR] SR-#2202240030000132 Getting error while using databricks runtime version 9.1 LTS and 10.0
5219,OOM error on toPandas()
5220,Vacuum operation seems to have potentially produced a data loss
5221,2203080060000023
5222,Unable to exit from python task
5223,0239 - g - ARR - RCI - SQL results not expected
5224,Unable to access Job / Lost permissions overnight
5225,SCIM API problems: certain workspaces hang and cannot filter on deactivated users
5226,3121 - g - ARR - GAP - Job not finishing after all tasks complete
5227,manifest function on azure
5228,Need to connect new network interface to existing workspace
5229,all users git operations are failling with 'Invalid Git provider credentials'
5230,DBR 9.1 - Losing 50% of executors in 1 hour
5231,Audit logs failing
5232,Unity Catalog help
5233,Please give access to submit support cases to team member
5234,CMS (MDM) Security Hub Finding - Classic LB s/be configured w https or tls termination
5235,2203070030002493 | Overwatch
5236,2203070030002493 | Cluster
5237,Assistance connecting VS Code to Databricks using DB Connect
5238,Invite User Email results in error
5239,Query parsing errors
5240,Job Cluster is take too much time to start
5241,Databricks Connect 9.1.10 throws ClassNotFoundException error
5242,Remote RPC client disassociated
5243,Scheduled query returned fewer rows than expected
5244,Issues with Delta Concurrency Control
5245,ARR Customer: PepsiCo - edap-internal-dbws-qa-eus-01-java_heap-meory issue
5246,Pipeline unable to execute script to create init scripts
5247,Databricks job is running slow and intermittently failing
5248,Repos API Github Enterprise PAT not working
5249,issue with fivetran  destination using sql endpoint 
5250,Aggressive autoscaling removing then immediately adding nodes
5251,SSO is not working
5252,2203020040001548
5253,ARR - 
5254,unable to start a cluster in newly deployed cluster
5255,issue connecting to neo4j from HCC cluster
5256,"Spark Streaming not ""streaming"", instead it is reading all data at once"
5257,Databricks and Kepler GL
