text,x,y
"ARR | 2203170030000772 | Databricks Subnet Exhausted Error | Safeway, Inc.",10.054306,2.588207
IMDSv2 enforcement,7.6850977,2.5954747
Library issue in Databricks clusters,13.318412,2.4243622
 Need to increase quota,11.758195,-0.24076824
Multiple jobs stuck in pending state,12.53625,-1.4693896
Databricks Job - Structured Streaming,12.646465,3.1278055
location is not accessble in Privesera cluster,12.294802,1.7352167
ARR |  The Dow Chemical Company |Delta live table enabling | SR: 2203170060000434|,6.6691923,2.3147612
jobs are failing intermitantly ,12.900005,-2.0649827
wrong permissions when writing to mounted s3 bucket,8.942214,3.041912
ARR- Azure Databricks Production Cluster terminated.Reason:Bootstrap Timeout- 2203170040000405,8.525787,4.12956
Inquiry on why DBFS was unmounted,9.268456,1.9943274
files written to an s3 mount have incorrect permissions,8.972578,3.048883
PySpark Tuning,9.322936,1.8142735
GPU cluster issue,13.060106,1.6661965
0378 - g - ARR - CrediCorp - Job failing,11.586268,-1.0762348
Integrating front-end react app to Delta Lake,6.729087,1.5910254
Follow-up case #00137146,6.1070704,3.3758633
frequent scale-up and down,10.844355,1.2428993
為何頻繁的up / down worker,3.612742,2.070712
Data bricks Mount storgate account is throwing 403 error,8.960369,2.9572372
DNS failure,8.953869,3.6715884
ConcurrentAppendException,8.580679,1.6054127
Hive Schema version 2.3.0 does not match metastore's schema version 0.13.0,12.8054905,5.3380966
Unable to use Delta Tables and Temp Tables,6.494336,1.2219284
ARR - Time out Error with internal metastore,13.113265,5.1437507
Driver issue,12.100554,0.5789668
HUDI missing libraries when using Spark SQL from Superset,9.495112,0.14402212
gar for 2203150040007401 ,1.8356825,5.487763
IP address of clusters blocked by Snowflake ,9.248763,4.216953
JAR Upload Failing,9.294345,-0.24260677
Dataset refresh in Power BI Service using Databricks connection to azuredatabricks.net end point fails,8.572806,4.733725
Follow-up case on 00129213,6.1600103,3.333459
Query using odbc is getting stuck,8.11549,-0.58319354
Unable to access recently created and used clusters. ,14.288463,1.29068
Global Init Err.,9.266853,-1.5112392
ARR |  Unable to access Sample Datasets on Databricks Control Plane from DTV Databricks workspace,11.05204,3.1405773
Delta Tables Possibly Corrupted - Need Help,6.6514297,1.1895214
6973325950234402 - 6dfbe157-2219-4313-adfc-6df4829ab651 - 2203160010002617,3.0668578,3.9399333
Spark Job continuously throws Exceptions  ,10.248024,-0.5860337
Error: 110 connection refused,8.738726,2.3730707
Errors reading tables,7.128275,0.89987546
jobs api endpoint not working,7.7177157,-0.60797006
Git pull with a service principal,7.549483,3.7238348
"Spark Streaming with SASL_SSL, failed with keystore location not found",9.855721,0.16305554
2202240040007195SF || OSError: [Errno 5] Input/output error - 'ImportHookFinder' object has no attribute 'find_spec',9.53822,1.0837685
Resource sharing on all-purpose cluster,13.43712,1.4601637
Cannot use Git Repo from Databricks,7.557005,3.7076354
Unable to run any queries against production endpoint,8.056267,-0.46277073
Assume role from notebook for specific bucket,8.792316,1.0448664
ATT: Ingest8,10.1403265,9.475074
Failing to read and write to AWS S3 due to Socket issue,8.955786,2.9234154
ATT: Ingest3,10.139705,9.471822
ATT: Ingest1,10.14026,9.476185
Data back up strategy for S3 (external tables),9.275339,2.4097853
4954582077924861 - c5b2156f-5969-40e1-b0bb-ed76bbc3be6e - 2203160040005252,3.071273,3.8744142
job terminated with exception: Job aborted due to stage failure,12.04354,-1.5922375
Is there any way to update group entitlement via CLI or via API call,10.012196,3.464568
"Grouped pandas udf job is getting executed on a single executor, parallelisation is not happening",10.268857,0.93085724
Upgrading from Databricks 7.3 to 9.1: Trying to use Kryo does not work,11.528264,2.42556
ARR| rstudio server (open source ed) experiencing error,8.686983,-2.0552282
NullPointerException in databricks job,11.668661,2.7244225
Shard bucket object permission.,8.923411,3.0641403
task failures ,12.980824,-2.1852598
 SQL endpoint query timeouts/connectionRefused errors,7.6127095,-0.32180354
Lost worker errors causing Databricks job to never finish,12.775088,2.7614975
Error while creating Database table in Azure Databricks,8.391254,4.2969084
GAR for 2203150050002411 ,1.8111998,5.509473
Whitelist spark configuration for SQL endpoints | ARR SR# 2203160030001206 ,8.545067,-0.07043359
"cluster created have spark.master as local[*] by default, preventing worker utilization",12.876853,-0.122161396
2203160010001296,-1.2312505,2.4732707
2203160040000832 |  Symantec Corporation | ARR,6.8269763,2.922674
Accessing s3 bucket,8.921274,3.0188692
How to Migrate external metastore 0.13 to higher version,13.092429,5.125778
E2 API Schema,8.092887,1.3840002
DBU Costs,9.709181,2.460464
2203160040000832,-1.0482416,2.1952477
2203150030000771 | Unilever | ARR,6.7002826,3.023124
REPO: Allow List broken ,7.088952,3.7695062
ARR - Not able to read file,9.012139,1.3256073
ARR | 2203140030001189 | AholdDelhaize.com | Access token is invalid,8.207386,3.1359334
Duplicates in output delta table after 'ignoreMissingFiles' set to true,7.207412,1.08168
Audit Log  configuration ,11.520547,3.7978191
Need assistance in setting up Overwatch,11.476329,3.4905832
 Unable to access MLFlow artifact from notebook,11.458626,1.7767596
ARR | Connectivity issue with Tableau Server  | 2203100030002115,8.366697,2.189859
Deleted Cluster,14.463089,0.9863473
crawling in databricks notebook,12.025057,3.5963326
2203070030000668,-1.5493008,2.6806202
2203150030000771,-1.2096928,2.793393
Follow up of SF ticket 00136158,18.70535,-4.9551206
Performance issues,12.330542,-2.4513571
2203150030001149,-1.4008077,2.639521
Performance issues with databricks,12.20635,2.959809
Unable to access data or query metastore E2,13.099062,5.019971
Azure Databricks runtime 10 doesn't work with library azure-core-http-netty,8.559891,4.3450522
Error logging in Databricks,11.679345,3.378121
ARR | Upgrading from DBR 8.3 to 10.3 caused our streaming azure event hubs consumer to fail sporadically|2203100010002322,8.537134,3.857226
Error creating UDTF with union,10.023147,1.0839539
8248140224889466,3.0137546,3.8838286
Cannot show graphs in notebooks in HTML format- Saved,10.370733,1.7118032
Global init scripts API Update not working,9.245674,-1.57293
Databricks SQL - caching queries with LIMIT applied,7.3410583,0.21219918
SQLException: No suitable driver while connecting  postgresql using jdbc,7.856642,1.790222
6921036428829021 - 6d522634-b390-4f4f-a7e6-b2bc520e2f79 - 2203150040007785,3.0293913,3.9096115
accounts.cloud.databricks.com read only account,9.94476,4.5931845
My cluster was not using the max of number of nodes,14.045817,1.366957
3528 - g - ARR - Walmart - Job failed,11.580389,-1.2915989
Query returning wrong results,8.11048,-0.081915066
Cannot Start Dash app in Databricks notebook,12.441879,2.6017473
High Findings on PVC 3.60.4,11.367985,2.6645982
6496 - g - ARR - ATT - Tableau connection not working from client,8.436272,1.9737395
ARR - 2202160040012191 - Azure Databricks Push operation is failing for some AD groups and the Repo permissions are correct in ADO,8.427183,3.6573005
Enable Kerberos Debug Logging,10.922317,2.0382597
2203150040007671 | Job Failure,11.628149,-1.9753438
Unable to write to S3 using same config,9.316701,1.6963354
SparkException SQL statement error in Databricks,9.24786,-0.06618469
Dev Access to Feature Stores Not Working,10.801622,2.499893
6128991247769569 - bec5d59b-d87a-47ee-aefb-637fb0b53528 - 2203150040006672,2.9654732,3.9045553
Error on a SQL query.,7.991026,0.3069552
Cluster terminated: Slow Image Download &  Bootstrap Timeout,14.648448,-0.20009974
Local Metastor in Databricks,12.779655,4.5031557
Job fails without error message in logs,12.135525,-1.3330107
Failed to load user identity when calling dbfs,8.646022,0.34031492
Unable to use NC compute on databricks,11.122737,3.1314301
ARR | issues authenticating  with PAT | 2203100040006496 ,7.263071,3.0087054
Termination of the cluster not responsive,13.988378,0.34595257
not able to use databricks account from my microsoft email even after adding users to admin account in databricks cluster- Saved,10.341023,4.227722
Unknown instance type 'Standard_E16ds_v4'. Assuming 1.0 GB per core for the purpose of computing parquet native reader memory limits,8.9599905,2.2944145
intermittent error while running sales denom aggregation query,10.202164,1.7378372
Data bricks Mount storgate account is throwing 403 error,8.979549,2.9404416
Issue with AutoML,7.912129,-1.5749744
Inconsistencies with Spark jobs run on similar clusters,10.415789,-0.22602612
Configure Audit Logging,11.470527,3.7939048
Unable to read data from views created on presto,9.814288,1.0323472
Unable to save a spark model using mlflow.spark.log_model,10.043022,0.15924953
ARR 2203140050000737- Cluster unable to start with Docker Image,12.308362,1.6478034
Databricks Job - Structured Streaming.,12.664266,3.180901
Root Volume Setting on Instance Termination,13.408516,0.864061
2203070040008682,-0.89016527,1.9068322
Download csv,8.673666,1.4810193
SQL Endpoint queries taking more time than expected,7.8521,-0.34156162
ARR | BP | Feature Request | Databricks SQL Endpoint from Azure Data Factory,8.144632,3.8818822
2203130040000905,-0.938856,2.6384032
Billing granularity - Low CSAT risk,6.536769,5.0634108
"terraform apply fails with ""Cannot access cluster""",11.410763,4.0080667
"API: ""workspace-conf"" getting empty response ",11.20093,4.9042315
ARR PepsiCo - Out of Memory Error,9.3638115,2.2960522
Credential passthrough does not work in Azure Databricks,8.828175,4.176795
GEnie,-0.27210853,1.9099064
Cannot open worker logs,11.845659,-0.8317665
whitelisting a new public ip on WAF for mentioned workspaces,9.265268,4.5225935
Metastore Down and DRIVER_NOT_RESPONDING on the Databricks cluster,12.788523,4.4756894
AWS Private Link configuration not works without internet access,9.70446,4.159822
Logs from MLFlow jobs are not visible to other users in the experiment.,11.306164,1.704428
Terraform plan failing,11.406543,4.0820417
Terraform pipelines failing ,11.395014,3.8559113
job failed with error message Unexpected failure while waiting for the cluster,13.159308,-0.8504805
serving model errors,10.641821,1.4725741
Unable to run long jobs using pyspark due to expiring crendentials ,11.959328,-0.49935398
2203150030000771,-1.1861719,2.7035646
CSS-ARR-SR# 2203150030001312 slowness in saving data to storage account,9.536867,2.7474895
2203020040002598,-0.8015225,2.5862215
CSS-ARR-SR#2203140030000750 SCIM API User Creation,7.311708,2.8441
2203070030001506,-1.5639346,2.6733315
Enforce tags EC2: IAM Policy + Cluster Policy,12.920048,1.2242812
Batch duration changes in DBR 9.1 version,10.656973,0.99277055
2203070030001506,-1.589814,2.6709929
Cluster policies are not working,13.96592,1.5323299
[ARR] [Sev B] SR-2203080050001528 OS/IO error while connecting to SFTP server,9.040115,2.8385978
"Follow up of  00137241 ""Unable to register UDF function with ouput as java.time.instant""",9.404528,1.9471849
Vnet injection cluster trying to access some blob,9.559379,2.4684696
Connection timed out issue,8.837113,2.2282314
Azure databrikcs isn't able to fetch the Hive metastore 3.1.0 JARs from Maven,12.756396,5.2990985
_SUCCESS file is removed on re-run write operation (withi overwrite mode) after 1 hour,9.1990795,1.0460117
support for resuming multi-task job at failure,12.552746,-1.5477014
Scheduled jobs are failing while waiting for the cluster,13.019631,-0.8671464
[ARR] [Sev B] SR- 2202250030001970 continue SF #00136038 request for private workspace,11.184987,4.669669
Databricks scope ACL's are not working with groups,11.031136,3.0622966
Os logging,10.919001,1.5619545
Job cluster access issue,13.215014,-0.4714965
I get an error when doing division using DirectQuery to Azure Databricks,8.486078,4.0985756
2202160050000922,-1.2014972,2.639364
cluster issue,14.176672,1.6307749
databricks dbx: issues with deploying job clusters and installing python wheel on it,12.468606,2.1375113
CSS-ARR-S500-SR#2203150030000341-ModuleNotFoundError: No module named 'ConfigParser',9.18631,0.43328926
Databricks library conflicts,12.066536,3.724206
Unable to connect to RDS endpoint via Spark JDBC.,8.709964,-0.09759415
Struct being passed on the function needed to be in alphabetical order in order to work with case expression,6.5139503,3.0958307
Unexpected user error while creating the cluster for the job. Cause: PERMISSION_DENIED: You are not authorized to create clusters,13.270428,1.3822447
"Need to re-create my Databricks account, I think",10.180856,4.089268
Databricks Access Issue,11.794326,3.7436109
[ARR] SR-#2202240030000132 Getting error while using databricks runtime version 9.1 LTS and 10.0,11.111605,2.560841
Follow Up with ticket 00137350,18.57498,-4.822974
Can't queue up jobs,12.731225,-0.9980152
[ARR] [Sev C] SR-2203110030001127 UDF not working as expected,7.6109214,2.579846
Cluster Slowness,13.871334,1.0730505
3121 - g - ARR - GAP - Jobs not ending,12.127253,-0.84120315
Jobs failed in production without  errors in code,12.449571,-2.0309534
Connector issue,8.804672,2.678395
Private Link Enablement for new AWS Accounts,9.659478,4.1405554
Subscription Cancellation,18.527872,-4.7859235
Spark2 cluster with terraform not working,10.374633,0.14163443
9117 - ARR - tmobile - Customer is seeing duplicates in their Delta merges,7.242934,1.5732727
Status on long term solution for Databricks - ES-52683,10.659914,2.4347723
Not possible to create a new workspace,11.155719,5.223428
9117 - g - ARR - t-mobile - duplicates when using delta merges,7.227968,1.566235
Jobs getting failed due to library compatibility issue,11.909217,2.0734916
Delta table storage location ,6.651799,1.2843101
"3121 - ARR - GAP - Some jobs are complete; however, they are still ""running"" and keeping resources.",12.227681,-0.9217805
"SQL table shows ""NaN"" for too small values",8.271002,1.2201974
Encountered many AWS_REQUEST_LIMIT_EXCEEDED errors,9.081792,3.5962157
ARR:Unable to use defaultvalue in the cluster policy definition as per doc:SR2203100040006979,12.941774,1.1710212
query on time travel in delta tables,6.928231,1.4806336
SSL handshake failed,8.704974,2.9198318
Need to get number of pinned clusters increased to 150,13.187294,1.2092092
Error while importing XML Data from Oracle to Databricks,8.705202,4.016972
Spark SQL query failing on Json-Serde tables,9.294518,-0.09119184
Problem access DBFS with %sh magic command,10.295364,2.362442
Create Repo API is not working,7.126481,3.7513645
Unable to load AWS credentials,9.0959015,3.4179099
Need to get the mount point details,8.648802,3.2704978
Do not automatically launch SQL Endpoints,7.25626,-0.6995591
9074 - ARR - UBS Workspace jobs more than 1500 error,11.017916,4.1059446
Dashboard schedules break after time change,10.911512,3.576074
Databricks PVC Upgrade - US and EU,11.479139,2.724318
ARR - AAD Connection timeout,8.892968,2.6160767
Required metrics for Databricks Job Clusters,13.121048,2.3443263
Databricks Upgrade - Japan,11.679069,2.569813
Difficulty scaling Databricks permissions model,11.019045,3.5000374
SQLA Failed When CIS Team Added the additional SSM Permissions to the  SQLA Role ,7.9375873,0.4888672
True billing,6.483164,5.1157446
Databricks clusters terminated for streaming DAG's,13.097185,2.1666477
Cluster Taking longer time to start,14.154878,0.8752076
"Job failing with ""The transaction log has failed integrity checks""",11.267887,-0.80527174
Delta table optimize run 'MetadataFetchFailedExceptio'n failure,7.068528,1.1611805
Certain queries fail over an ODBC connection tied to a long running all purpose compute cluster,11.160115,1.1698791
Delta table schema rewrite failures,6.7843523,1.3288425
"Job is running for longer, still executing post updating the DBR version Photon 10.0",10.847334,0.71652496
Unable to view ganglia on Jobs Clusters,11.744631,0.9892003
Downloading the spark container on the instance timed out,10.007705,0.026747009
REQUEST_REJECTED(CLIENT_ERROR): databricks_error_message:Your workspace has been temporarily disabled. Please contact Databricks Support for more information.,11.074826,4.1988134
Integration Delta table and AWS Glue - schema discovery,7.4418116,1.387702
Cluster Taking longer time to start,14.159373,0.9045135
SQL Analytics - Timeout options on query execution,7.8284698,-0.32145253
Databricks SQL Dashboard Refresh,7.0952907,0.07060751
Azure databrikcs isn't able to fetch the Hive metastore 3.1.0 JARs from Maven,12.739441,5.276531
Dataset refresh in Power BI Service using Databricks connection to azuredatabricks.net end point fails,8.58172,4.7842603
latency between reading from control plane kafka topic to delta tables causing data delay,6.8698053,1.5047647
SQL endpoint query timeouts/connectionRefused errors,7.602655,-0.34143147
2202280040007478,-0.9520925,2.664051
General Clusters Deleting itself ,14.375387,0.98541176
Issues regarding jobs execution,12.619286,-2.1605334
"Metrics data of jobs, clusters and sqlendpoints",12.940479,-0.16935425
CSS-ARR-SR#2203120040000601-Connect to kafka cluster on internet,8.291362,2.5151424
job任务oversea_meiju_device_active_day报错，提示sqlserver的内存不足，但是查询插入的sqlserver库内存是充足的，也没有提示预警,3.638742,2.0525196
Not able to mount storage account ,17.870798,-7.4587374
Gennie,7.2437468,5.6775794
Streaming jobs needs to delete the states,12.294833,-0.795583
Timestamp not in correct format,8.466427,1.3514558
REPLACE TABLE preferred over DROP TABLE + CREATE TABLE,7.3319917,0.91387933
htmlwidgets doesn't since March3th,9.823067,1.4800538
Issues w.r.t scala / java dependency on rerun,9.718193,0.920627
how to access external hive metastore on DBR 10.0,12.8157625,5.368762
2202170030000764,-1.5275608,2.6790974
ARR | 2203110050000101 | Batch ingestion failure because of cluster timeout,10.679848,1.1319696
Database SQL Endpoint environment degradation,7.1906257,-0.50394005
Maybe a bug.,3.0519667,3.9421308
Azure Databricks Connector ssl_connect error from PowerBI Desktop,8.548231,3.8468075
com.springml.spark.salesforce,9.994647,0.02514687
"Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages",11.212541,0.60177225
CSS ARR | 2203080030001046 - Query runtime is changing between multiple runs without much change in the underlying data,8.502386,0.5704597
Insert data to S3 bucket then Error occured while calling o696.parquet【Cx is from  Grabtaxi Holdings Pte Ltd 】,8.835416,1.652513
Databricks Streaming Job restarting every 40 minute,12.480946,3.0106778
Copy Activity to Delta Lake,6.6905737,1.6536245
Issue while parsing csv in databricks,8.514846,1.2494885
2203140030000467 ,-0.7266126,2.6289563
Databricks SQL endpoint instability,7.2630696,-0.22766519
associate service endpoint policy fail,7.5539265,-0.61678153
Azure Python SDK from azure.keyvault.keys.aio import KeyClient not able to fit into customer class,8.575556,3.8052282
DirectQuery query folding to Databricks producing invalid SQL,7.234591,0.23364241
Crypto Mining notification email received from Microsoft for the tenant 'Creative EC'-,10.475728,4.072046
Libraries present on the notebook cluster fail to install when they try to create a new cluster with the same,13.383272,0.43363598
Multiple delta lake jobs are failing with The transaction log has failed integrity checks,6.7285132,1.6680187
Multiple production jobs failing . Cluster 0313-090628-warrkk68 is unusable since the driver is unhealthy,12.233173,0.6597647
Credential passthrough feature stopped working,9.320312,4.1358666
Credential passthrough feature stopped working,9.320828,4.1187844
Cx wants to know what protocol does DBFS use internally for security consideration,9.7593975,2.536276
Databricks cluster library issues- Saved,13.326434,2.432964
2319222617072725 - 66ed11d2-7a99-4f56-8bc6-20c797a75d74 - 2203080050002763,3.0259392,3.9870908
1879238786538045 - 66ed11d2-7a99-4f56-8bc6-20c797a75d74 - 2203080050002763,3.0962172,3.9711533
8185576136331840 - 66ed11d2-7a99-4f56-8bc6-20c797a75d74 - 2203080050002763,3.0047967,3.945035
Databricks losing connection to external metastore (MySQL),12.744534,4.4822507
[ARR] SR-2203080050002763  Multiple failures on multiple cosmos db instances java.net.SocketTimeoutException: Read timed out,9.005653,2.095463
2203030030002529001 Databricks issue: A retriable error occurred while attempting to download a result file from the cloud store but the retry limit had been exceeded.,9.85038,2.3811026
Delta Write takes a long time,6.7786508,1.5804758
Databricks write optimization- Saved,12.191881,3.2683523
"Follow up case: 00134030. Driver was getting out of memory. The Ganglia UI showed an increase in memory, after running the job for certain days.",11.678646,1.0720292
MLFlow model artifact access,11.4392185,1.7717991
ARR- pipeline is running slow- 2111100060003775- Followup of 00121792,11.220282,0.48746362
Ability to get token expiration by secret,8.087446,3.124977
2203100010002864 - ARR - AmericanAirlines - CloudFiles returning less records than expected.,9.668735,2.541494
Databricks removing saved clusters from UI after 30 days of inactivity is provoking Terraform errors,13.138408,2.1221056
ARR : ATT : 2203110040000165 -  Job aborted error trying to write to Azure storage blob,8.627882,3.8803153
How to provision S3 from databricks?,10.450724,2.866962
"Users lost access to tables from Databricks SQL, they had access 2 days ago.",7.5064487,0.29728556
ARR| Analyze job failure |  2203080040008835,11.6355715,-1.1924745
Issue connecting to ADO repo,7.8182645,3.3514662
Issue connecting to ADO repo,7.8497887,3.32582
 Increasing scope limit from 150 to 250,9.932352,2.6982045
Redash instances ,10.131052,0.12787306
ARR:Unable to use defaultvalue in the cluster policy definition as per documentation:SR 2203100040006979 ,12.93507,1.190906
ARR:Unable to use defaultvalue in the cluster policy definition as per doc:SR2203100040006979 ,12.999861,1.1317073
Dependency management in Databricks,13.34387,2.5889347
Cluster Taking longer time to start,14.166639,0.88612777
"ARR| steps to do for the current Databricks metastore MySQL DB version 5.7 to support DBR 7.1LTS, 9.1LTS and 10.0-3 | 2203030040001444",10.394624,2.3636782
Issue activating conda,9.795753,1.0668523
ARR - SAP - 2202090010002961 - Streaming history is not available on jobs,11.463447,-0.12691766
ARR 2203110050001847 - Notebook being extracted through API,10.415816,-1.9058673
Unable to sign in to databricks workspace using SSO,9.818756,5.2941303
2203110040001197 | Job failure,11.626106,-1.9938269
ARR 2203100050002029 - Customer notebooks folder gettin deleted,10.3997555,-1.8228024
ARR | Adobe| S500 | highly escalated | Cosmos connection issue needs packet capture,9.294579,2.8614228
ARR Customer: Tata - Job Failure,11.622722,-1.2383119
ARR - databricks job failing with Task failure,12.548082,2.920969
Air Canada -  Clear Cache command not working in Databricks 9.1 LTS,9.698946,0.83317006
Databricks SQL api,7.027292,0.08100659
Need help in downloading files from databricks logs from root holding bucket.,9.887719,2.225412
cannot login to account console,9.964766,5.070823
ysakamoto@plume.com lost access to support portal to file a ticket,9.425837,1.3858428
"ARR - Error: b'{""error_code"":""403"",""message"":""Unauthorized access to Org: 1899377609282759""}'",9.145239,2.2559605
Databricks Access Token issue for user,10.431541,3.6841831
Add email to montlhy invoice distribution list,10.129665,2.0712295
CSS-ARR-S500-SR#2202240010000830-Arithmetic overflow error converting timestamp to data type DATE,8.516247,1.2830054
Unity Catalog: basic delta example from the doc is not working,11.637677,6.181916
SQL Endpoint,7.1776342,-0.68554395
DBFS fuse not working with mounted storage when proxy is use,9.626052,3.5320814
IMDSv2,7.6501293,2.5781682
"Cluster does not start when using our own docker image ""Bring Your Own Docker""   ",12.181101,1.7363575
Folium stopped working,12.170311,0.96929604
Issue with MAVEN Jars installing in job cluster,12.873904,0.29728112
Databricks fine grained access control,10.96072,3.384388
Unity Catalog delta managed tables created with terraform are not actually created,11.555537,5.7911587
Databricks issue,12.049108,3.7415607
[ARR] [Sev B] SR-2203020030002269 DBR issue regarding performance,10.904748,0.71579254
Cluster terminated.Reason:Unexpected launch failure,14.778611,0.43431073
ARR | need to get permanentDelete log for the specific cluster IDs | 2201280060000162,12.784709,1.097467
2203030040006502 - Intermittent Databricks error connecting to Storage - AzureADAuthenticator.getTokenCall threw javax.net.ssl.SSLException : Connection reset,9.207656,2.515958
NoClassDefFoundError: com/facebook/fb303/FacebookService$Iface,9.320482,1.4961584
About access to Databricks workspace(WebUI) by Private Link,10.6848,4.331087
2203100030001867,-1.4113613,2.6050858
ARR |  Standard Chartered Bank | bokeh interactive chart cannot be displayed in databricks notebook| SR:2203090030001237,10.137195,1.7921267
Spark programs are  getiing stuck,10.205534,-0.79904246
request to update  a  doc,9.310436,-0.5795041
Clusters taking time to spin up & running slow,14.138269,0.98136824
Instance was not reachable,9.711396,1.5182903
To Address ConcurrentDeleteReadException in Dev Environment,8.803865,1.843808
"Many jobs failing with ""unusable since the driver is unhealthy""",11.986707,0.46582422
CSS-SFMC-2202280030000859-SparkOutOfMemoryError Issue,9.817067,0.5196667
All jobs jobs stuck in pending state for more than 48 minutes ,12.450271,-1.3863125
Jobs failing in our production enviornment due to cluster issues,12.898477,-0.6347721
[ARR][ADOBE][2203100010002839 ]Need increase TBL_NAME column size in databricks meta store,9.869222,2.2721908
Delta tables not accesible,6.52282,1.1145494
2203110060000199 ,-0.9908049,2.342236
what is the current status of Databricks sql serverless compute for Azure,8.202886,3.9055433
Databricks to investigate an issue with an hourly ingestion job we have running on our live Databricks service,11.718673,2.755779
Performance was downgrade when using 3.1 from 2.4 ,10.560052,1.3037876
ARR | 2203110030000203 | Notebook activity taking more than the usual time and had to cancel the job,10.52127,-1.8564938
Databricks notebook jdbc connection,8.116904,1.9719006
 Job aborted due to stage failure,12.0352335,-1.7153435
Python dependency issue,9.238142,-0.71288747
Streaming Kafka topics was working but now the notebook cell is stuck in stream initializing,7.8775024,2.4249103
cluster config,14.14502,1.6453454
Data Loss while writing data to Azure SQL Database via Databricks,8.162511,3.9086962
Issue with SCIM Provisioning from Okta,7.366892,2.9562738
ARR - connect timed outshaded.databricks.azurebfs.org.apache.hadoop.fs.azurebfs.oauth2.AzureADAuthenticator$HttpException,8.761035,3.2275608
Spark workers wont start on DBR 10.3 ,10.189058,-0.65417224
Connecting external data source using JDBC connection from Notebook ,8.066155,1.9514087
SQL ODBC Connection Issue,8.123311,-0.57644963
cluster provisioning never finish,14.112813,1.6018695
Setup Overwatch in PROD - Job Hanging ,11.472066,3.470247
issue running vacuum on delta table,6.5117483,1.5905155
2202280010003137 | Job Issue,11.596083,-1.8747416
Parallelizing Python XGB code using Pandas UDF,10.261329,0.9352819
AWS secret Redactor class name (com.databricks.spark.util.RegexBasedAWSSecretKeyRedactor) could not be instantiated,9.640209,0.5886213
Need help in establishing connection between databricks and tableau,10.907486,3.134417
ARR:Follow Up 00136393:Need to get an instruction for make a backup hosted Hive Metastore database: SR2201280040004720,12.853087,5.4025617
Unable to connect to MLflow from databricks notebook,11.427401,1.9220923
need assistance with troubleshooting single-sign on SAML provider,8.34553,3.2239497
sql query hangs forever,7.98105,-0.2147477
permission api fails for get/put/patch,8.370475,3.111299
2203080040008835 | Job Failure,11.626794,-1.9397099
Delayed Cluster Start,14.726259,1.2046117
Python Package deployment - Wheel,12.499326,2.106929
GitHub Repo: Non-Notebook files enable,7.4723434,3.7265208
Shell| MCDR Data loads| Slow Running Job Runs,12.166211,-0.9386497
Follow Up case for 00131300 - Metastore down,13.040537,5.148924
2112060040005962,-0.72074825,2.8633306
"ARR Customer: Air Canada - Cache command not working in Databricks 9.1 LTS (includes Apache Spark 3.1.2, Scala 2.12)",9.783175,0.68923426
Databricks changing table schema on Hive with single SELECT query.,12.533949,4.8843174
Workspace name prefix,11.217588,5.182865
Aon aws privatelink enablement,9.65126,4.1444974
apt-get not working in repo,7.0720696,3.7611911
ARR 2203100040005518 - Photon - Error Spark Query Fail 2.7T Rows,10.133959,0.4422959
Notebook Detach Error from Generic Cluster,13.199084,0.5344048
2672722931955537 - 32ed6935-355d-4b62-8e63-1901e62882c9 - 2203090040008761,2.9532504,4.021873
Name and description for automl using api,7.9197836,-1.5748162
We would need to know exactly what kind of data are transferred to the U.S.,9.887651,2.3668349
Convert to delta - error,6.666592,1.0800927
Long running query on Hive metastore,12.864491,5.4219794
Job falling and users loosing their access,10.571417,3.9141564
Job run with javax.net.ssl.SSLException: Tag mismatch message,10.765256,-0.3872232
2203070050001068 On cluster large amount of libraries started reinstalling at the same time,13.413601,0.33498463
Streaming cluster execution failed ,11.819216,-0.01660568
Create databricks service account,10.180025,4.0488467
Cluster API open API specification,13.158727,1.8739495
Ordering of groups breaks when showing a visualization on a dashboard,12.041665,1.2917875
Perfomance issue when upserting data to SQL server,8.007759,0.48199534
ARR | 2111010060002465 | Follow up case of 00131582,6.847947,2.7979774
Encounter Power BI refresh error,8.488618,4.9338913
change cluster tags while cluster is running,13.363771,1.2150768
Need to increase log size,10.863272,1.689931
This is a follow up ticket for 00136278 & 00135879,18.554783,-4.8027678
Jobs failing intermittently,12.857358,-1.8683335
OOM ConnectionException error,8.75077,2.2448924
Node communication lost errors and severe performance issues,14.170667,0.45287475
Databricks issue,12.059355,3.7451699
gar for 4183351414232726,1.8605477,5.4653044
job-cluster-config-change-does-not-take-affect,12.823389,-0.32826155
TWN | SEV A | Azure Databricks | Azure Data Bricks無法建制,8.503588,3.8894377
E2-Migration cross account S3 mount doesn't work,8.860791,3.3475485
"Cluster ""etl_Cluster"" was reboot at 2022-3-6 0:05:32 UTC",12.94514,0.8298777
 Having multiple issues in Databricks,12.026785,3.6955535
[ARR][2203100030000155][Cluster Driver shuts down in a middle of ADF job run],12.22522,0.5816995
Follow up of 00134529.,5.1207147,3.4711092
ADB dynamic floating IP's,8.983448,4.3764853
Gennie Access,7.2449427,5.6842856
JOb CLuster launch failure,13.465797,-0.45759884
s3commit exception,8.868669,2.5864558
Spark ODBC driver giving error,8.754195,-0.3444993
MLflow Model Registry Webhooks on Databricks,11.41202,1.8964914
2202280040004010 - Issues importing Library,8.946459,-1.1864173
The cluster ID you specified does not correspond to any existing cluster.,13.326538,1.3383836
